4.500000	14.990000	1766
18.840000	23.980000	1767
27.870000	40.130000	1768
44.190000	53.310000	1769
57.760000	66.420000	1770
70.470000	80.150000	1771
84.080000	96.110000	1772
100.350000	107.350000	1773
111.520000	118.440000	1774
122.550000	128.710000	1775
132.830000	141.100000	1776
145.130000	158.450000	1777
162.320000	165.770000	1778
169.680000	178.410000	1779
182.370000	185.520000	1780
189.560000	195.090000	1781
199.260000	206.620000	1782
210.860000	215.150000	1783
218.970000	223.820000	1784
228.020000	232.990000	1785
237.450000	243.170000	1786
247.620000	253.010000	1787
257.170000	264.640000	1788
268.800000	278.450000	1789
282.630000	291.510000	1790
295.880000	301.720000	1791
305.710000	312.070000	1792
316.170000	323.090000	1793
326.900000	335.690000	1794
339.840000	349.540000	1795
353.740000	362.790000	1796
367.040000	370.900000	1797
374.780000	381.900000	1798
385.630000	393.220000	1799
397.470000	407.940000	1800
411.910000	419.370000	1801
423.110000	435.960000	1802
440.170000	451.920000	1803
456.080000	465.990000	1804
469.910000	477.140000	1805
481.190000	489.920000	1806
493.820000	503.530000	1807
507.770000	518.440000	1808
522.590000	529.090000	1809
533.090000	546.310000	1810
549.940000	561.230000	1811
565.910000	572.100000	1812
576.190000	580.050000	1813
584.610000	593.660000	1814
597.780000	605.400000	1815
609.450000	615.880000	1816
620.120000	627.960000	1817
632.060000	642.070000	1818
645.840000	652.760000	1819
656.870000	665.650000	1820
669.650000	677.290000	1821
681.570000	694.250000	1822
698.020000	708.520000	1823
712.530000	721.450000	1824
725.940000	731.410000	1825
735.980000	750.160000	1826
754.280000	763.580000	1827
767.510000	780.030000	1828
784.160000	796.380000	1829
800.460000	804.380000	1830
808.530000	816.480000	1831
820.190000	829.060000	1832
832.960000	841.670000	1833
845.870000	850.100000	1834
854.080000	860.390000	1835
864.150000	870.590000	1836
874.400000	886.610000	1837
890.580000	900.930000	1838
905.030000	917.600000	1839
921.790000	925.930000	1840
929.800000	941.410000	1841
945.590000	948.400000	1842
952.360000	959.320000	1843
963.600000	972.700000	1844
976.600000	983.290000	1845
987.230000	993.370000	1846
997.290000	1004.820000	1847
1008.710000	1024.100000	1848
1028.240000	1035.750000	1849
1039.810000	1047.990000	1850
1051.930000	1057.740000	1851
1061.850000	1064.600000	1852
1068.630000	1075.310000	1853
1079.180000	1081.680000	1854
1085.820000	1095.570000	1855
1099.720000	1104.760000	1856
1108.570000	1122.770000	1857
1126.940000	1136.400000	1858
1140.530000	1148.080000	1859
1152.170000	1158.290000	1860
1162.360000	1168.330000	1861
1172.410000	1181.080000	1862
1185.430000	1190.560000	1863
1194.510000	1199.510000	1864
1203.600000	1213.950000	1865
1218.340000	1227.000000	1866
1231.210000	1242.140000	1867
1246.540000	1250.150000	1868
1254.660000	1263.330000	1869
1268.390000	1276.290000	1870
1280.930000	1290.600000	1871
1295.280000	1303.590000	1872
1308.420000	1319.440000	1873
1324.000000	1328.180000	1874
1332.550000	1341.640000	1875
1345.700000	1353.710000	1876
1357.950000	1364.070000	1877
1368.640000	1377.560000	1878
1381.980000	1388.470000	1879
1392.970000	1405.250000	1880
1409.700000	1420.650000	1881
1425.150000	1434.510000	1882
1438.820000	1443.650000	1883
1447.980000	1451.740000	1884
1455.920000	1457.800000	1885
1462.670000	1472.860000	1886
1477.040000	1482.060000	1887
1486.550000	1496.350000	1888
1500.560000	1505.090000	1889
1509.750000	1511.450000	1890
1515.910000	1530.280000	1891
1534.450000	1544.280000	1892
1548.650000	1557.210000	1893
1561.460000	1572.860000	1894
1577.140000	1584.950000	1895
1589.320000	1596.870000	1896
1601.570000	1606.880000	1897
1611.470000	1625.500000	1898
1629.610000	1640.060000	1899
1644.450000	1649.710000	1900
1654.460000	1659.710000	1901
1663.840000	1671.550000	1902
1675.600000	1686.480000	1903
1690.930000	1698.350000	1904
1702.580000	1707.390000	1905
1711.650000	1713.360000	1906
1717.310000	1727.970000	1907
1731.860000	1738.780000	1908
1742.920000	1751.420000	1909
1755.580000	1762.300000	1910
1766.540000	1777.580000	1911
1782.000000	1796.430000	1912
1800.770000	1802.610000	1913
1806.950000	1816.560000	1914
1820.560000	1825.990000	1915
1829.920000	1841.250000	1916
1845.770000	1851.730000	1917
1856.480000	1868.390000	1918
1872.710000	1881.320000	1919
1885.470000	1892.200000	1920
1896.620000	1900.350000	1921
1904.540000	1913.960000	1922
1918.510000	1923.110000	1923
1927.320000	1939.750000	1924
1943.730000	1949.020000	1925
1953.160000	1954.620000	1926
1958.230000	1963.810000	1927
1968.330000	1977.180000	1928
1981.480000	1990.950000	1929
1995.670000	1998.380000	1930
2003.070000	2007.480000	1931
2011.720000	2019.500000	1932
2023.470000	2030.310000	1933
2034.940000	2036.900000	1934
2040.960000	2044.690000	1935
2049.220000	2051.660000	1936
2056.090000	2060.030000	1937
2064.940000	2075.370000	1938
2079.530000	2087.170000	1939
2091.540000	2095.990000	1940
2100.700000	2110.690000	1941
2115.250000	2120.600000	1942
2125.060000	2127.160000	1943
2131.560000	2137.850000	1944
2141.790000	2155.320000	1945
2159.590000	2167.750000	1946
2171.950000	2182.640000	1947
2187.230000	2192.550000	1948
2196.940000	2201.900000	1949
2206.020000	2213.950000	1950
2218.130000	2226.060000	1951
2230.670000	2234.690000	1952
2239.310000	2251.690000	1953
2257.030000	2267.310000	1954
2272.070000	2282.970000	1955
2287.410000	2292.780000	1956
2297.340000	2306.770000	1957
2310.940000	2320.560000	1958
2324.660000	2329.370000	1959
2333.450000	2347.760000	1960
2352.070000	2363.460000	1961
2367.770000	2381.150000	1962
2385.240000	2398.580000	1963
2403.180000	2415.490000	1964
2419.800000	2430.290000	1965
2434.640000	2441.770000	1966
2445.990000	2455.580000	1967
2459.860000	2470.610000	1968
2474.850000	2483.340000	1969
2488.040000	2490.310000	1970
2494.550000	2497.360000	1971
2501.790000	2504.350000	1972
2508.670000	2521.230000	1973
2525.430000	2535.030000	1974
2539.570000	2540.940000	1975
2545.010000	2548.460000	1976
2552.730000	2568.660000	1977
2572.910000	2584.030000	1978
2588.520000	2596.250000	1979
2600.630000	2611.880000	1980
2616.160000	2621.040000	1981
2625.310000	2630.030000	1982
2634.570000	2639.440000	1983
2643.980000	2648.820000	1984
2653.370000	2666.640000	1985
2671.160000	2681.260000	1986
2685.570000	2700.350000	1987
2704.540000	2712.810000	1988
2717.250000	2728.750000	1989
2732.870000	2744.660000	1990
2749.340000	2762.650000	1991
2766.950000	2770.840000	1992
2774.940000	2776.520000	1993
2780.570000	2785.550000	1994
2789.910000	2791.550000	1995
2796.100000	2798.590000	1996
2802.810000	2807.550000	1997
2812.240000	2820.260000	1998
2824.710000	2829.620000	1999
2834.010000	2839.900000	2000
2844.300000	2848.890000	2001
2853.670000	2856.980000	2002
2861.220000	2865.160000	2003
2869.980000	2873.100000	2004
2877.150000	2889.110000	2005
2893.360000	2901.890000	2006
2906.080000	2912.210000	2007
2919.060000	2932.760000	2008
2937.110000	2945.490000	2009
2949.730000	2961.270000	2010
2965.420000	2971.190000	2011
2975.490000	2980.050000	2012
2984.430000	2991.820000	2013
2996.190000	3000.260000	2014
3004.380000	3016.740000	2015
3021.130000	3029.630000	2016
3033.530000	3044.190000	2017
3048.970000	3056.380000	2018
3060.850000	3066.210000	2019
3070.420000	3076.700000	2020
3081.130000	3084.280000	2021
3088.740000	3094.750000	2022
3099.460000	3102.630000	2023
3106.880000	3113.690000	2024
3118.150000	3130.690000	2025
3134.930000	3142.460000	2026
3146.880000	3156.790000	2027
3161.020000	3170.000000	2028
3174.090000	3178.650000	2029
3182.810000	3186.990000	2030
3191.190000	3195.920000	2031
3199.910000	3203.560000	2032
3207.950000	3215.540000	2033
3219.900000	3229.090000	2034
3233.950000	3244.890000	2035
3249.230000	3254.300000	2036
3258.730000	3269.520000	2037
3273.660000	3283.720000	2038
3287.890000	3298.110000	2039
3302.520000	3308.240000	2040
3312.400000	3316.910000	2041
3321.290000	3323.620000	2042
3328.040000	3333.020000	2043
3337.120000	3350.160000	2044
3356.750000	3360.920000	2045
3365.210000	3373.140000	2046
3377.780000	3387.480000	2047
3391.500000	3396.230000	2048
3400.650000	3413.370000	2049
3417.540000	3423.480000	2050
3427.720000	3434.420000	2051
3438.650000	3451.520000	2052
3455.780000	3460.020000	2053
3464.260000	3477.840000	2054
