2.160000	10.690000	251
17.230000	24.320000	252
30.710000	38.750000	253
45.510000	52.610000	254
59.010000	68.450000	255
74.650000	85.270000	256
91.750000	98.770000	257
104.860000	112.310000	258
118.950000	129.800000	259
136.240000	141.630000	260
147.830000	151.940000	261
158.360000	163.650000	262
169.900000	174.050000	263
180.410000	191.120000	264
197.210000	205.590000	265
212.060000	223.300000	266
229.460000	238.250000	267
244.570000	253.700000	268
260.040000	267.000000	269
273.230000	281.240000	270
287.300000	298.060000	271
303.990000	306.360000	272
312.360000	316.650000	273
322.990000	327.530000	274
333.910000	339.070000	275
345.150000	350.280000	276
356.360000	361.170000	277
367.380000	370.900000	278
377.160000	381.220000	279
387.370000	396.290000	280
402.430000	410.680000	281
416.740000	424.380000	282
430.770000	438.510000	283
444.570000	451.080000	284
457.200000	469.100000	285
475.250000	484.190000	286
490.230000	498.590000	287
504.700000	509.190000	288
515.310000	525.440000	289
531.640000	539.080000	290
545.240000	555.710000	291
561.720000	573.050000	292
579.180000	580.920000	293
586.990000	593.350000	294
599.350000	605.720000	295
611.660000	621.480000	296
627.480000	634.380000	297
640.440000	645.420000	298
651.450000	656.920000	299
662.950000	673.690000	300
679.640000	689.530000	301
695.610000	707.940000	302
714.060000	722.970000	303
729.020000	735.380000	304
741.520000	747.930000	305
753.940000	761.110000	306
767.280000	778.130000	307
784.100000	791.660000	308
797.760000	805.280000	309
811.220000	816.870000	310
822.730000	831.700000	311
837.760000	843.220000	312
849.140000	856.290000	313
862.270000	869.970000	314
876.080000	885.450000	315
891.380000	899.920000	316
906.050000	919.090000	317
925.210000	936.270000	318
942.520000	949.950000	319
956.040000	964.600000	320
970.510000	978.200000	321
984.240000	988.220000	322
994.270000	1004.400000	323
1010.490000	1014.710000	324
1020.850000	1029.460000	325
1035.570000	1046.340000	326
1052.420000	1057.500000	327
1063.650000	1068.020000	328
1074.070000	1078.530000	329
1084.550000	1094.010000	330
1100.030000	1106.150000	331
1112.440000	1116.990000	332
1123.080000	1130.780000	333
1136.750000	1142.110000	334
1148.040000	1152.050000	335
1158.100000	1163.400000	336
1169.500000	1178.890000	337
1185.060000	1189.670000	338
1195.710000	1200.690000	339
1206.800000	1215.020000	340
1221.260000	1228.230000	341
1234.400000	1239.450000	342
1245.370000	1252.000000	343
1257.870000	1267.480000	344
1273.510000	1279.690000	345
1285.870000	1291.640000	346
1297.930000	1305.070000	347
1311.280000	1315.030000	348
1321.460000	1326.960000	349
1333.150000	1343.610000	350
1349.650000	1355.170000	351
1361.230000	1365.770000	352
1371.760000	1377.520000	353
1383.670000	1392.600000	354
1398.760000	1404.120000	355
1410.290000	1414.470000	356
1420.690000	1427.480000	357
1433.590000	1440.830000	358
1447.010000	1454.810000	359
1460.960000	1464.950000	360
1471.110000	1475.130000	361
1481.340000	1485.810000	362
1491.930000	1495.980000	363
1502.160000	1506.670000	364
1512.750000	1518.040000	365
1524.170000	1528.040000	366
1534.230000	1542.790000	367
1548.860000	1559.120000	368
