0.440000	7.590000	751
12.840000	22.850000	752
28.070000	32.430000	753
37.600000	45.390000	754
50.570000	60.610000	755
65.740000	78.320000	756
83.290000	92.320000	757
97.370000	103.550000	758
108.650000	115.900000	759
121.070000	129.260000	760
134.390000	138.600000	761
143.680000	148.080000	762
153.230000	160.200000	763
165.290000	169.940000	764
175.070000	180.770000	765
185.830000	193.700000	766
198.860000	208.550000	767
213.940000	223.870000	768
228.900000	240.930000	769
246.000000	256.080000	770
261.180000	266.740000	771
271.740000	280.520000	772
285.610000	291.940000	773
297.040000	308.340000	774
313.610000	322.370000	775
327.480000	331.960000	776
337.060000	342.780000	777
347.740000	351.680000	778
356.740000	362.750000	779
367.660000	372.200000	780
377.270000	381.600000	781
386.740000	399.960000	782
405.120000	412.550000	783
417.710000	425.240000	784
430.250000	435.270000	785
440.350000	446.230000	786
451.230000	457.770000	787
462.800000	464.300000	788
469.500000	475.400000	789
480.520000	486.260000	790
491.400000	499.160000	791
504.200000	514.530000	792
519.640000	526.410000	793
531.450000	536.780000	794
541.990000	549.060000	795
554.080000	562.820000	796
567.940000	573.100000	797
578.150000	586.230000	798
591.360000	603.670000	799
608.980000	614.190000	800
619.330000	624.280000	801
629.710000	640.270000	802
645.200000	653.610000	803
658.590000	666.070000	804
670.990000	680.130000	805
685.080000	688.980000	806
694.000000	701.700000	807
706.910000	710.510000	808
715.800000	729.950000	809
735.190000	750.180000	810
755.460000	766.020000	811
771.170000	783.100000	812
788.160000	793.300000	813
798.370000	805.070000	814
810.230000	816.270000	815
821.290000	830.550000	816
835.570000	842.530000	817
847.540000	851.620000	818
856.700000	860.810000	819
865.900000	870.650000	820
875.700000	886.230000	821
891.290000	901.480000	822
906.580000	912.730000	823
917.750000	928.120000	824
933.120000	937.520000	825
942.560000	948.590000	826
953.710000	962.360000	827
967.400000	973.330000	828
978.390000	983.340000	829
988.420000	996.910000	830
1001.980000	1008.100000	831
1013.170000	1019.840000	832
1024.970000	1035.020000	833
1040.030000	1048.330000	834
1053.440000	1063.420000	835
1068.400000	1080.430000	836
1085.450000	1090.880000	837
1095.980000	1107.550000	838
1112.640000	1115.450000	839
1120.600000	1131.280000	840
1136.380000	1139.580000	841
1144.560000	1150.250000	842
1155.230000	1159.240000	843
1164.210000	1169.390000	844
1174.450000	1187.740000	845
1192.960000	1202.940000	846
1208.030000	1214.720000	847
1219.790000	1224.720000	848
1229.780000	1235.350000	849
1240.460000	1247.090000	850
1252.240000	1256.420000	851
1261.500000	1271.680000	852
1276.970000	1281.290000	853
1286.660000	1291.770000	854
1297.040000	1305.070000	855
1310.280000	1317.750000	856
1323.050000	1330.830000	857
1336.120000	1342.650000	858
1347.840000	1355.240000	859
